id,name,zip_code,id_county
1733,Kövegy,6912,8
1734,Köveskál,8274,3
1735,Kozárd,3053,3
1736,Kozármisleny,7761,14
1737,Kozmadombja,8988,8
1738,Krasznokvajda,3821,5
1739,Kübekháza,6755,1
1740,Kulcs,2458,12
1741,Külsősárd,8978,16
1742,Külsővat,9532,12
1743,Kunadacs,6097,12
1744,Kunágota,5746,2
1745,Kunbaja,6435,12
1746,Kunbaracs,6043,2
1747,Kuncsorba,5412,2
1748,Kunfehértó,6413,12
1749,Küngös,8162,12
1750,Kunhegyes,5340,2
1751,Kunmadaras,5321,2
1752,Kunpeszér,6096,12
1753,Kunszállás,6115,6
1754,Kunszentmárton,5449,8
1755,Kunszentmárton,5440,5
1756,Kunszentmiklós,6090,18
1757,Kunsziget,9184,5
1758,Kup,8595,15
1759,Kupa,3813,11
1760,Kurd,7226,19
1761,Kurityán,3732,14
1762,Kustánszeg,8919,15
1763,Kutas,7541,8
1764,Kutasó,3066,8
1765,Lábatlan,2541,9
1766,Lábod,7551,11
1767,Lácacséke,3967,5
1768,Lad,7535,11
1769,Ladánybene,6045,12
1770,Ládbesenyő,3780,5
1771,Lajoskomárom,8136,1
1772,Lajosmizse,6050,12
1773,Lak,3786,5
1774,Lakhegy,8913,15
1775,Lakitelek,6065,12
1776,Lakócsa,7918,11
1777,Lánycsók,7759,3
1778,Lápafő,7214,18
1779,Lapáncsa,7775,3
1780,Laskod,4543,13
1781,Lasztonya,8887,15
1782,Látrány,8681,11
1783,Lázi,9089,6
1784,Leányfalu,2016,7
1785,Leányvár,2518,9
1786,Lébény,9155,6
1787,Legénd,2619,19
1788,Legyesbénye,3904,5
1789,Léh,3832,5
1790,Lénárddaróc,3648,5
1791,Lendvadedes,8978,15
1792,Lendvajakabfa,8977,15
1793,Lengyel,7184,18
1794,Lengyeltóti,8693,11
1795,Lenti,8966,15
1796,Lenti,8960,15
1797,Lepsény,8132,1
1798,Lesencefalu,8318,8
1799,Lesenceistvánd,8319,8
1800,Lesencetomaj,8318,8
1801,Létavértes,4281,17
1802,Létavértes,4283,17
1803,Letenye,8868,15
1804,Letkés,2632,7
1805,Levél,9221,6
1806,Levelek,4555,13
1807,Libickozma,8707,11
1808,Lickóvadamos,8981,15
1809,Liget,7331,3
1810,Ligetfalva,8782,15
1811,Lipót,9233,6
1812,Lippó,7781,3
1813,Liptód,7757,3
1814,Lispeszentadorján,8888,15
1815,Liszó,8831,15
1816,Litér,8196,8
1817,Litka,3866,5
1818,Litke,3186,19
1819,Lócs,9634,10
1820,Lőkösháza,5743,8
1821,Lókút,8425,13
1822,Lónya,4836,7
1823,Lórév,2309,3
1824,Lőrinci,3022,8
1825,Lőrinci,3024,1
1826,Lőrinci,3021,3
1827,Lothárd,7761,15
1828,Lovas,8228,8
1829,Lovasberény,8093,16
1830,Lovászhetény,7720,4
1831,Lovászi,8878,4
1832,Lovászpatona,8553,4
1833,Lövő,9461,6
1834,Lövőpetri,4633,13
1835,Lucfalva,3129,19
1836,Ludányhalászi,3188,19
1837,Ludas,3274,4
1838,Lukácsháza,9724,10
1839,Lulla,8660,11
1840,Lúzsok,7838,3
1841,Mád,3909,5
1842,Madaras,6456,12
1843,Madocsa,7026,18
1844,Maglóca,9169,6
1845,Maglód,2234,7
1846,Mágocs,7342,3
1847,Magosliget,4953,13
1848,Magy,4556,13
1849,Magyaralmás,8071,1
1850,Magyaratád,7463,11
1851,Magyarbánhegyes,5667,16
1852,Magyarbóly,7775,3
1853,Magyarcsanád,6932,14
1854,Magyardombegyház,5838,16
1855,Magyaregregy,7332,3
1856,Magyaregres,7441,11
1857,Magyarföld,8973,15
1858,Magyargéc,3133,19
1859,Magyargencs,8517,8
1860,Magyarhertelend,7394,3
1861,Magyarhomorog,4137,17
1862,Magyarkeresztúr,9346,6
1863,Magyarkeszi,7098,18
1864,Magyarlak,9962,10
1865,Magyarlukafa,7925,3
1866,Magyarmecske,7954,3
1867,Magyarnádalja,9909,10
1868,Magyarnándor,2694,19
1869,Magyarpolány,8449,8
1870,Magyarsarlós,7761,3
1871,Magyarszecsőd,9912,10
1872,Magyarszék,7396,3
1873,Magyarszentmiklós,8776,15
1874,Magyarszerdahely,8776,15
1875,Magyarszombatfa,9946,10
1876,Magyartelek,7954,3
1877,Majosháza,2339,7
1878,Majs,7783,3
1879,Makád,2322,7
1880,Makkoshotyka,3959,5
1881,Maklár,3397,4
1882,Makó,6903,14
1883,Makó,6900,14
1884,Malomsok,8533,8
1885,Mályi,3434,5
1886,Mályinka,3645,5
1887,Mánd,4942,13
1888,Mándok,4644,13
1889,Mánfa,7304,3
1890,Mány,2065,1
1891,Maráza,7733,3
1892,Marcalgergelyi,9534,8
1893,Marcali,8714,11
1894,Marcali,8709,11
1895,Marcali,8700,11
1896,Marcaltő,8531,8
1897,Marcaltő,8532,8
1898,Márfa,7817,3
1899,Máriahalom,2527,9
1900,Máriakálnok,9231,6
1901,Máriakéménd,7663,3
1902,Márianosztra,2629,7
1903,Máriapócs,4326,13
1904,Markaz,3262,4
1905,Márkháza,3075,19
1906,Márkó,8441,8
1907,Markóc,7967,3
1908,Markotabödöge,9164,6
1909,Maróc,8888,15
1910,Marócsa,7960,3
1911,Márok,7774,3
1912,Márokföld,8976,15
1913,Márokpapi,4932,13
1914,Maroslele,6921,14
1915,Mártély,6636,14
1916,Martfű,5435,2
1917,Martonfa,7720,3
1918,Martonvásár,2462,1
1919,Martonyi,3755,5
1920,Mátészalka,4700,13
1921,Mátételke,6452,12
1922,Mátraballa,3247,4
1923,Mátraderecske,3246,4
1924,Mátramindszent,3155,19
1925,Mátranovák,3144,19
1926,Mátranovák,3143,19
1927,Mátraszele,3142,19
1928,Mátraszentimre,3234,4
1929,Mátraszentimre,3235,4
1930,Mátraszőlős,3068,19
1931,Mátraterenye,3145,19
1932,Mátraterenye,3146,19
1933,Mátraverebély,3077,19
1934,Matty,7854,1
1935,Mátyásdomb,8134,3
1936,Mátyus,4835,13
1937,Máza,7351,3
1938,Mecseknádasd,7695,3
1939,Mecsekpölöske,7300,3
1940,Mecsér,9176,6
1941,Medgyesbodzás,5664,16
1942,Medgyesbodzás,5663,16
1943,Medgyesegyháza,5752,16
1944,Medgyesegyháza,5666,16
1945,Medina,7057,18
1946,Meggyeskovácsi,9757,10
1947,Megyaszó,3718,5
1948,Megyehid,9754,10
1949,Megyer,8348,8
1950,Méhkerék,5726,16
1951,Méhtelek,4975,13
1952,Mekényes,7344,3
1953,Mélykút,6449,12
1954,Mencshely,8271,8
1955,Mende,2235,7
1956,Méra,3871,5
1957,Merenye,7981,3
1958,Mérges,9136,6
1959,Mérk,4352,13
1960,Mernye,7453,11
1961,Mersevát,9531,10
1962,Mesterháza,9662,10
1963,Mesteri,9551,10
1964,Mesterszállás,5452,2
1965,Meszes,3754,5
1966,Meszlen,9745,10
1967,Mesztegnyő,8716,11
1968,Mezőberény,5650,16
1969,Mezőcsát,3450,5
1970,Mezőcsokonya,7434,11
1971,Meződ,7370,3
1972,Mezőfalva,2422,1
1973,Mezőgyán,5732,16
1974,Mezőhegyes,5820,16
1975,Mezőhék,5453,2
1976,Mezőkeresztes,3441,5
1977,Mezőkomárom,8137,1
1978,Mezőkovácsháza,5800,16
1979,Mezőkövesd,3400,5
1980,Mezőladány,4641,13
1981,Mezőlak,8514,8
1982,Mezőnagymihály,3443,5
1983,Mezőnyárád,3421,5
1984,Mezőörs,9098,6
1985,Mezőörs,9097,6
1986,Mezőpeterd,4118,17
1987,Mezősas,4134,17
1988,Mezőszemere,3378,4
1989,Mezőszentgyörgy,8133,1
1990,Mezőszilas,7017,1
1991,Mezőtárkány,3375,4
1992,Mezőtúr,5400,2
1993,Mezőzombor,3931,5
1994,Miháld,8825,15
1995,Mihályfa,8341,15
1996,Mihálygerge,3184,19
1997,Mihályháza,8513,8
1998,Mihályi,9342,6
1999,Mike,7512,11
2000,Mikebuda,2736,7
2001,Mikekarácsonyfa,8949,15
2002,Mikepércs,4271,17
2003,Miklósi,7286,11
2004,Mikófalva,3344,4
2005,Mikóháza,3989,5
2006,Mikosszéplak,9835,10
2007,Milejszeg,8917,15
2008,Milota,4948,13
2009,Mindszent,6630,14
2010,Mindszentgodisa,7391,3
2011,Mindszentkálla,8282,8
2012,Misefa,8935,15
2013,Miske,6343,12
2014,Miskolc,3510,5
2015,Miskolc,3515,5
2016,Miskolc,3516,5
2017,Miskolc,3508,5
2018,Miskolc,3517,5
2019,Miskolc,3518,5
2020,Miskolc,3521,5
2021,Miskolc,3519,5
2022,Miskolc,3500,5
2023,Miskolc,3501,5
2024,Miskolc,3524,5
2025,Miskolc,3525,5
2026,Miskolc,3526,5
2027,Miskolc,3527,5
2028,Miskolc,3528,5
2029,Miskolc,3529,5
2030,Miskolc,3530,5
2031,Miskolc,3531,5
2032,Miskolc,3532,5
2033,Miskolc,3533,5
2034,Miskolc,3534,5
2035,Miskolc,3535,5
2036,Miszla,7065,18
2037,Mocsa,2911,9
2038,Mőcsény,7163,7
2039,Mogyoród,2146,9
2040,Mogyorósbánya,2535,5
2041,Mogyoróska,3893,1
2042,Moha,8042,3
2043,Mohács,7715,3
2044,Mohács,7714,3
2045,Mohács,7700,19
2046,Mohora,2698,15
2047,Molnári,8863,10
2048,Molnaszecsőd,9912,3
2049,Molvány,7981,5
2050,Monaj,3812,5
2051,Monok,3905,7
2052,Monor,2213,7
2053,Monor,2200,4
2054,Mónosbél,3345,8
2055,Monostorapáti,8296,17
2056,Monostorpályi,4275,8
2057,Monoszló,8273,3
2058,Monyoród,7751,1
2059,Mór,8060,18
2060,Mórágy,7165,14
2061,Mórahalom,6782,12
2062,Móricgát,6132,6
2063,Mórichida,9131,11
2064,Mosdós,7257,6
2065,Mosonmagyaróvár,9200,6
2066,Mosonszentmiklós,9183,6
2067,Mosonszentmiklós,9154,6
2068,Mosonszolnok,9245,3
2069,Mozsgó,7932,18
2070,Mucsfa,7185,18
2071,Mucsi,7195,18
2072,Múcsony,3744,5
2073,Muhi,3552,5
2074,Murakeresztúr,8834,15
2075,Murarátka,8868,15
2076,Muraszemenye,8872,15
2077,Murga,7176,18
2078,Murony,5672,16
2079,Nábrád,4911,13
2080,Nadap,8097,1
2081,Nádasd,9915,10
2082,Nádasdladány,8145,1
2083,Nádudvar,4181,17
2084,Nágocs,8674,11
2085,Nagyacsád,8521,8
2086,Nagyalásony,8484,8
2087,Nagyar,4922,13
2088,Nagyatád,7500,11
2089,Nagybajcs,9063,6
2090,Nagybajom,7561,11
2091,Nagybakónak,8821,15
2092,Nagybánhegyes,5668,16
2093,Nagybaracska,6527,12
2094,Nagybarca,3641,5
2095,Nagybárkány,3075,19
2096,Nagyberény,8656,11
2097,Nagyberki,7255,11
2098,Nagybörzsöny,2634,7
2099,Nagybudmér,7756,3
2100,Nagycenk,9485,6
2101,Nagycsány,7838,3
2102,Nagycsécs,3598,5
2103,Nagycsepely,8628,11
2104,Nagycserkesz,4445,13
2105,Nagydém,8554,8
2106,Nagydobos,4823,13
2107,Nagydobsza,7985,3
2108,Nagydorog,7044,18
2109,Nagyecsed,4355,13
2110,Nagyér,6917,14
2111,Nagyesztergár,8415,8
2112,Nagyfüged,3282,4
2113,Nagygeresd,9664,10
2114,Nagygörbő,8356,15
2115,Nagygyimót,8551,8
2116,Nagyhajmás,7343,3
2117,Nagyhalász,4485,13
2118,Nagyharsány,7822,3
2119,Nagyhegyes,4064,17
2120,Nagyhódos,4977,13
2121,Nagyhuta,3994,5
2122,Nagyigmánd,2942,9
2123,Nagyiván,5363,2
2124,Nagykálló,4320,13
2125,Nagykamarás,5751,16
2126,Nagykanizsa,8831,15
2127,Nagykanizsa,8808,15
2128,Nagykanizsa,8809,15
2129,Nagykanizsa,8800,15
2130,Nagykapornak,8935,15
2131,Nagykarácsony,2425,1
2132,Nagykáta,2760,7
2133,Nagykereki,4127,17
2134,Nagykeresztúr,3129,19
2135,Nagykinizs,3844,5
2136,Nagykökényes,3012,18
2137,Nagykölked,9784,11
2138,Nagykónyi,7092,7
2139,Nagykőrös,2750,3
2140,Nagykorpád,7545,4
2141,Nagykörű,5065,10
2142,Nagykovácsi,2094,7
2143,Nagykozár,7741,2
2144,Nagykutas,8911,15
2145,Nagylak,6933,14
2146,Nagylengyel,8983,15
2147,Nagylóc,3175,19
2148,Nagylók,2435,1
2149,Nagylózs,9482,6
2150,Nagymágocs,6622,14
2151,Nagymányok,7355,18
2152,Nagymaros,2626,7
2153,Nagymizdó,9913,10
2154,Nagynyárád,7784,3
2155,Nagyoroszi,2645,19
2156,Nagypáli,8912,15
2157,Nagypall,7731,3
2158,Nagypeterd,7912,3
2159,Nagypirit,8496,8
2160,Nagyrábé,4173,17
2161,Nagyrada,8746,15
2162,Nagyrákos,9938,10
2163,Nagyrécse,8756,15
2164,Nagyréde,3214,4
2165,Nagyrév,5463,2
2166,Nagyrozvágy,3965,5
2167,Nagysáp,2524,9
2168,Nagysimonyi,9561,10
2169,Nagyszakácsi,8739,11
2170,Nagyszékely,7085,18
2171,Nagyszekeres,4962,13
2172,Nagyszénás,5931,16
2173,Nagyszentjános,9072,6
2174,Nagyszokoly,7097,18
2175,Nagytálya,3398,4
2176,Nagytarcsa,2142,7
2177,Nagytevel,8562,8
2178,Nagytilaj,9832,10
2179,Nagytőke,6612,3
2180,Nagytótfalu,7800,14
2181,Nagyút,3357,4
2182,Nagyvarsány,4812,13
2183,Nagyváty,7912,3
2184,Nagyvázsony,8291,8
2185,Nagyvejke,7186,18
2186,Nagyveleg,8065,1
2187,Nagyvenyim,2421,1
2188,Nagyvisnyó,3349,4
2189,Nak,7215,18
2190,Napkor,4552,13
2191,Nárai,9797,10
2192,Narda,9793,10
2193,Naszály,2899,9
2194,Négyes,3463,5
2195,Nekézseny,3646,5
2196,Nemesapáti,8923,15
2197,Nemesbikk,3592,5
2198,Nemesbőd,9749,13
2199,Nemesborzova,4942,10
2200,Nemesbük,8371,15
2201,Nemescsó,9739,10
2202,Nemesdéd,8722,11
2203,Nemesgörzsöny,8522,8
2204,Nemesgulács,8284,8
2205,Nemeshany,8471,8
2206,Nemeshetés,8925,15
2207,Nemeske,7981,3
2208,Nemeskér,9471,6
2209,Nemeskeresztúr,9548,10
2210,Nemeskisfalud,8717,11
2211,Nemeskocs,9542,10
2212,Nemeskolta,9775,10
2213,Nemesládony,9663,10
2214,Nemesmedves,9953,10
2215,Nemesnádudvar,6345,12
2216,Nemesnép,8976,15
2217,Nemespátró,8856,15
2218,Nemesrádó,8915,15
2219,Nemesrempehollós,9782,10
2220,Nemessándorháza,8925,15
2221,Nemesszalók,9533,8
2222,Nemesszentandrás,8925,15
2223,Nemesvámos,8248,8
2224,Nemesvid,8738,11
2225,Nemesvita,8311,8
2226,Németbánya,8581,8
2227,Németfalu,8918,15
2228,Németkér,7039,18
2229,Nemti,3152,19
2230,Neszmély,2544,9
2231,Nézsa,2618,19
2232,Nick,9652,10
2233,Nikla,8706,11
2234,Nógrád,2642,19
2235,Nógrádkövesd,2691,19
2236,Nógrádmarcal,2675,19
2237,Nógrádmegyer,3132,19
2238,Nógrádsáp,2685,19
2239,Nógrádsipek,3179,19
2240,Nógrádszakál,3187,19
2241,Nóráp,8591,8
2242,Noszlop,8456,8
2243,Noszvaj,3325,4
2244,Nőtincs,2610,15
2245,Nova,8948,4
2246,Novaj,3327,5
2247,Novajidrány,3872,19
2248,Nyalka,9096,6
2249,Nyárád,8512,8
2250,Nyáregyháza,2723,7
2251,Nyárlőrinc,6032,12
2252,Nyársapát,2712,7
2253,Nyékládháza,3433,5
2254,Nyergesújfalu,2537,9
2255,Nyergesújfalu,2536,9
2256,Nyésta,3809,5
2257,Nyim,8612,11
2258,Nyírábrány,4264,17
2259,Nyíracsád,4262,17
2260,Nyirád,8454,8
2261,Nyíradony,4253,17
2262,Nyíradony,4252,17
2263,Nyíradony,4254,17
2264,Nyírbátor,4300,13
2265,Nyírbéltek,4372,13
2266,Nyírbogát,4361,13
2267,Nyírbogdány,4511,13
2268,Nyírcsaholy,4356,13
2269,Nyírcsászári,4331,13
2270,Nyírderzs,4332,13
2271,Nyíregyháza,4405,13
2272,Nyíregyháza,4246,13
2273,Nyíregyháza,4433,13
2274,Nyíregyháza,4412,13
2275,Nyíregyháza,4432,13
2276,Nyíregyháza,4551,13
2277,Nyíregyháza,4431,13
2278,Nyíregyháza,4481,13
2279,Nyíregyháza,4400,13
2280,Nyírgelse,4362,13
2281,Nyírgyulaj,4311,13
2282,Nyíri,3997,5
2283,Nyíribrony,4535,13
2284,Nyírjákó,4541,13
2285,Nyírkarász,4544,13
2286,Nyírkáta,4333,13
2287,Nyírkércs,4537,13
2288,Nyírlövő,4632,13
2289,Nyírlugos,4371,13
2290,Nyírmada,4564,13
2291,Nyírmártonfalva,4263,17
2292,Nyírmeggyes,4722,13
2293,Nyírmihálydi,4363,13
2294,Nyírparasznya,4822,13
2295,Nyírpazony,4531,13
2296,Nyírpilis,4376,13
2297,Nyírtass,4522,13
2298,Nyírtelek,4461,13
2299,Nyírtét,4554,13
2300,Nyírtura,4532,13
2301,Nyírvasvári,4341,13
2302,Nyőgér,9682,5
2303,Nyomár,3795,10
2304,Nyugotszenterzsébet,7912,3
2305,Nyúl,9082,6
2306,Óbánya,7695,3
2307,Óbarok,2063,1
2308,Óbudavár,8272,8
2309,Öcs,8292,7
2310,Ócsa,2364,3
2311,Ócsárd,7814,3
2312,Őcsény,7143,13
2313,Öcsöd,5451,14
2314,Ófalu,7695,15
2315,Ófehértó,4558,16
2316,Óföldeák,6923,3
2317,Óhid,8342,3
2318,Okány,5534,3
2319,Okorág,7957,10
2320,Ököritófülpös,4755,8
2321,Okorvölgy,7681,5
2322,Olasz,7745,13
2323,Olaszfa,9824,13
2324,Olaszfalu,8414,3
2325,Olaszliszka,3933,10
2326,Ölbő,9621,15
2327,Olcsva,4826,5
2328,Olcsvaapáti,4914,5
2329,Old,7824,13
2330,Ólmod,9733,14
2331,Oltárc,8886,15
2332,Ömböly,4373,11
2333,Onga,3562,11
2334,Ónod,3551,12
2335,Ópályi,4821,10
2336,Ópusztaszer,6767,3
2337,Őr,4336,12
2338,Orbányosfa,8935,15
2339,Őrbottyán,2162,5
2340,Orci,7400,16
2341,Ordacsehi,8635,16
2342,Ordas,6335,16
2343,Öregcsertő,6311,16
2344,Öreglak,8697,8
2345,Orfalu,9982,9
2346,Orfű,7677,3
2347,Orgovány,6077,15
2348,Őrhalom,2671,15
2349,Őrimagyarósd,9933,6
2350,Őriszentpéter,9941,10
2351,Örkény,2377,4
2352,Ormándlak,8983,10
2353,Örményes,5222,5
2354,Örménykút,5556,11
2355,Ormosbánya,3743,5
2356,Orosháza,5904,5
2357,Orosháza,5903,5
2358,Orosháza,5905,5
2359,Orosháza,5900,5
2360,Oroszi,8458,5
2361,Oroszlány,2840,5
2362,Oroszló,7370,5
2363,Orosztony,8744,3
2364,Ortaháza,8954,15
2365,Őrtilos,8854,18
2366,Örvényes,8242,8
2367,Ősagárd,2610,18
2368,Ősi,8161,2
2369,Öskü,8191,13
2370,Osli,9354,10
2371,Ostffyasszonyfa,9512,13
2372,Ostoros,3326,13
2373,Oszkó,9825,7
2374,Oszlár,3591,12
2375,Osztopán,7444,11
2376,Öttevény,9153,19
2377,Öttömös,6784,10
2378,Ötvöskónyi,7511,10
2379,Ózd,3604,7
2380,Ózd,3651,2
2381,Ózd,3661,16
2382,Ózd,3603,11
2383,Ózd,3662,8
2384,Ózd,3625,19
2385,Ózd,3621,8
2386,Ózd,3600,8
2387,Ózdfalu,7836,6
2388,Ozmánbük,8998,14
2389,Ozora,7086,11
2390,Pácin,3964,5
2391,Pacsa,8761,15
2392,Pácsony,9823,10
2393,Padár,8935,15
2394,Páhi,6075,12
2395,Páka,8956,15
2396,Pakod,8799,15
2397,Pákozd,8095,1
2398,Paks,7027,18
2399,Paks,7030,18
2400,Palé,7370,3
2401,Pálfa,7042,18
2402,Pálfiszeg,8990,15
2403,Pálháza,3994,5
2404,Páli,9345,6
2405,Palkonya,7771,3
2406,Pálmajor,7561,11
2407,Pálmonostora,6112,12
2408,Palotabozsok,7727,3
2409,Palotás,3042,19
2410,Paloznak,8229,8
2411,Pamlény,3821,5
2412,Pamuk,8698,11
2413,Pánd,2214,7
2414,Pankasz,9937,10
2415,Pannonhalma,9090,6
2416,Pányok,3898,5
2417,Panyola,4913,13
2418,Pap,4631,13
2419,Pápa,8511,8
2420,Pápa,8591,8
2421,Pápa,8598,8
2422,Pápa,8500,8
2423,Pápadereske,8593,8
2424,Pápakovácsi,8596,8
2425,Pápasalamon,8594,8
2426,Pápateszér,8556,8
2427,Papkeszi,8183,8
2428,Pápoc,9515,10
2429,Papos,4338,13
2430,Páprád,7838,3
2431,Parád,3244,4
2432,Parád,3240,4
2433,Parádsasvár,3242,4
2434,Parasznya,3777,5
2435,Paszab,4475,13
2436,Pásztó,3065,19
2437,Pásztó,3082,19
2438,Pásztó,3060,19
2439,Pásztori,9311,6
2440,Pat,8825,15
2441,Patak,2648,19
2442,Patalom,7463,11
2443,Patapoklosi,7923,3
2444,Patca,7477,11
2445,Pátka,8092,1
2446,Patosfa,7536,11
2447,Pátroha,4523,13
2448,Patvarc,2668,19
2449,Páty,2071,7
2450,Pátyod,4766,13
2451,Pázmánd,2476,1
2452,Pázmándfalu,9085,6
2453,Pécel,2119,7
2454,Pecöl,9754,10
2455,Pécs,7693,3
2456,Pécs,7691,3
2457,Pécs,7600,3
2458,Pécs,7621,3
2459,Pécs,7622,3
2460,Pécs,7623,3
2461,Pécs,7624,3
2462,Pécs,7625,3
2463,Pécs,7626,3
2464,Pécs,7627,3
2465,Pécs,7628,3
2466,Pécs,7629,3
2467,Pécs,7630,3
2468,Pécs,7631,3
2469,Pécs,7632,3
2470,Pécs,7633,3
2471,Pécs,7634,3
2472,Pécs,7635,3
2473,Pécs,7636,3
2474,Pécsbagota,7951,3
2475,Pécsdevecser,7766,3
2476,Pécsely,8245,8
2477,Pécsudvard,7762,3
2478,Pécsvárad,7720,3
2479,Pellérd,7831,3
2480,Pély,3381,4
2481,Penc,2614,7
2482,Penészlek,4267,13
2483,Penyige,4941,8
2484,Pénzesgyőr,8426,13
2485,Pér,9099,6
2486,Perbál,2074,7
2487,Pere,3853,5
2488,Perecse,3821,5
2489,Pereked,7664,3
2490,Perenye,9722,10
2491,Peresznye,9734,10
2492,Pereszteg,9484,6
2493,Perkáta,2431,1
2494,Perkupa,3756,5
2495,Perőcsény,2637,7
2496,Peterd,7766,3
2497,Péterhida,7582,11
2498,Péteri,2209,7
2499,Pétervására,3250,4
2500,Pétfürdő,8105,8
2501,Pethőhenye,8921,15
2502,Petneháza,4542,13
2503,Petőfibánya,3023,4
2504,Petőfiszállás,6113,12
2505,Petőháza,9443,6
2506,Petőmihályfa,9826,10
2507,Petrikeresztúr,8984,15
2508,Petrivente,8866,15
2509,Pettend,7980,3
2510,Piliny,3134,19
2511,Pilis,2721,7
2512,Pilisborosjenő,2097,7
2513,Piliscsaba,2087,7
2514,Piliscsaba,2081,7
2515,Piliscsév,2519,9
2516,Pilisjászfalu,2080,7
2517,Pilismarót,2028,9
2518,Pilisszántó,2095,7
2519,Pilisszentiván,2084,7
2520,Pilisszentkereszt,2099,7
2521,Pilisszentkereszt,2098,7
2522,Pilisszentlászló,2009,7
2523,Pilisvörösvár,2085,7
2524,Pincehely,7084,18
2525,Pinkamindszent,9922,10
2526,Pinnye,9481,6
2527,Piricse,4375,13
2528,Pirtó,6414,12
2529,Piskó,7838,3
2530,Pitvaros,6914,14
2531,Pócsa,7756,3
2532,Pocsaj,4125,17
2533,Pócsmegyer,2017,7
2534,Pócspetri,4327,13
2535,Pogány,7666,3
2536,Pogányszentpéter,8728,11
2537,Pókaszepetk,8932,15
2538,Polány,7458,11
2539,Polgár,4090,17
2540,Polgárdi,8153,1
2541,Polgárdi,8155,1
2542,Polgárdi,8154,1
2543,Pölöske,8929,7
2544,Pölöskefő,8773,13
2545,Pomáz,2013,10
2546,Pörböly,7142,4
2547,Porcsalma,4761,10
2548,Pördefölde,8956,11
2549,Pornóapáti,9796,11
2550,Poroszló,3388,11
2551,Porpác,9612,15
2552,Porrog,8858,8
2553,Porrogszentkirály,8858,10
2554,Porrogszentpál,8858,11
2555,Pórszombat,8986,6
2556,Porva,8429,15
2557,Pósfa,9636,15
2558,Potony,7977,18
2559,Pötréte,8767,15
2560,Potyond,9324,15
2561,Prügy,3925,5
2562,Pula,8291,8
2563,Püski,9235,15
2564,Püspökhatvan,2682,19
2565,Püspökladány,4150,6
2566,Püspökmolnári,9776,10
2567,Püspökszilágy,2166,13
2568,Pusztaapáti,8986,15
2569,Pusztaberki,2658,5
2570,Pusztacsalád,9373,16
2571,Pusztacsó,9739,18
2572,Pusztadobos,4565,11
2573,Pusztaederics,8946,15
2574,Pusztafalu,3995,14
2575,Pusztaföldvár,5919,8
2576,Pusztahencse,7038,2
2577,Pusztakovácsi,8707,16
2578,Pusztamagyaród,8895,5
2579,Pusztamérges,6785,1
2580,Pusztamiske,8455,11
2581,Pusztamonostor,5125,15
2582,Pusztaottlaka,5665,14
2583,Pusztaradvány,3874,7
2584,Pusztaszabolcs,2490,1
2585,Pusztaszemes,8619,7
2586,Pusztaszentlászló,8896,5
2587,Pusztaszer,6769,6
2588,Pusztavacs,2378,7
2589,Pusztavám,8066,17
2590,Pusztazámor,2039,10
2591,Putnok,3630,7
2592,Rábacsanak,9313,6
2593,Rábacsécsény,9136,6
2594,Rábagyarmat,9961,10
2595,Rábahidvég,9777,10
2596,Rábakecöl,9344,6
2597,Rábapatona,9142,6
2598,Rábapaty,9641,10
2599,Rábapordány,9146,6
2600,Rábasebes,9327,6
2601,Rábaszentandrás,9316,6
2602,Rábaszentmihály,9135,6
2603,Rábaszentmiklós,9133,6
2604,Rábatamási,9322,6
2605,Rábatöttös,9766,10
2606,Rábcakapi,9165,6
2607,Rácalmás,2459,1
2608,Ráckeresztúr,2465,1
2609,Ráckeve,2300,7
2610,Rád,2613,7
2611,Rádfalva,7817,3
2612,Rádóckölked,9784,10
2613,Radostyán,3776,5
2614,Ragály,3724,5
2615,Rajka,9224,6
2616,Rakaca,3825,5
2617,Rakacaszend,3826,5
2618,Rakamaz,4465,13
2619,Rákóczifalva,5085,2
2620,Rákócziújfalu,5084,2
2621,Ráksi,7464,11
2622,Ramocsa,8973,15
2623,Ramocsaháza,4536,13
2624,Rápolt,4756,13
2625,Raposka,8300,8
2626,Rásonysápberencs,3833,5
2627,Rátka,3908,5
2628,Rátót,9951,10
2629,Ravazd,9091,6
2630,Recsk,3245,4
2631,Réde,2886,9
2632,Rédics,8978,15
2633,Regéc,3893,5
2634,Regenye,7833,3
2635,Regöly,7193,18
2636,Rém,6446,12
2637,Remeteszőlős,2094,7
2638,Répáshuta,3559,5
2639,Répcelak,9653,10
2640,Répceszemere,9375,6
2641,Répceszentgyörgy,9623,10
2642,Répcevis,9475,6
2643,Resznek,8977,15
2644,Rétalap,9074,6
2645,Rétközberencs,4525,13
2646,Rétság,2651,19
2647,Révfülöp,8253,8
2648,Révleányvár,3976,5
2649,Rezi,8373,15
2650,Ricse,3974,5
2651,Rigács,8348,8
2652,Rigyác,8883,15
2653,Rimóc,3177,19
2654,Rinyabesenyő,7552,11
2655,Rinyakovácsi,7527,11
2656,Rinyaszentkirály,7513,11
2657,Rinyaújlak,7556,11
2658,Rinyaújnép,7584,11
2659,Rohod,4563,13
2660,Röjtökmuzsaj,9451,8
2661,Románd,8434,19
2662,Romhány,2654,3
2663,Romonya,7743,3
2664,Rönök,9954,13
2665,Röszke,6758,4
2666,Rózsafa,7914,6
2667,Rozsály,4971,10
2668,Rózsaszentmárton,3033,14
